"Work","Expression","Manifestation","Title","Lang","Author"
"W1310","E1326","M1684","Innocentia triumphans","Latin","Oratorians of Mechelen"
"W1311","E1327","M1685","Limella","Latin","Oratorians of Mechelen"
"W1312","E1328","M1686","Amor heroicus","Latin","Jesuits of Gent"
"W1313","E1329","M1687","Eliae sacrificium","Latin","Jesuits of Gent"
"W1314","E1330","M1688","Eucio quantumvis Dives meditatur avarè","Latin","Augustinians of Antwerpen"
"W1315","E1331","M1689","Ingenium cuivis homini proclive ad habendum","Latin","Augustinians of Antwerpen"
"W1316","E1332","M1691","Joseph in fratius pius","Latin","Augustinians of Antwerpen"
"W1317","E1333","M1692","L. Papyrius Roomsch opper-heer","Dutch","Jesuits of Gent"
"W1318","E1334","M1693","Magdalena ende Theresia","Dutch","Jesuits of Gent"
"W1319","E1335","M1694","Jovianus imperator","Latin","Jesuits of Mechelen"
"W1319","E1335","M1694","Jovianus Keyser","Dutch","Jesuits of Mechelen"
"W1320","E1336","M1695","Achab poenitens","Latin","Jesuits of Kortrijk"
"W1321","E1337","M1696","Carolus VII Franciae rex per Joannam Darciam de An","Latin","Augustinians of Antwerpen"
"W1322","E1338","M1697","Jonathas et Tryphon","Latin","Jesuits of Mechelen"
"W1323","E1339","M1699","Magnus Athanasius","Latin","Augustinians of Antwerpen"
"W1324","E1340","M1700","Philargyrus","Latin","Jesuits of Kortrijk"
"W1325","E1341","M1701","Te conjuge bonis","Latin","Augustinians of Antwerpen"
"W1326","E1342","M1702","Xantippus","Latin","Augustinians of Antwerpen"
"W1327","E1343","M1703","Fides, et amor sive Themistocles gloriose occumben","Latin","Augustinians of Antwerpen"
"W1328","E1344","M1704","Humfredus nobilis","Latin","Augustinians of Antwerpen"
"W1329","E1345","M1705","Malè conjugati rustici","Latin","Augustinians of Antwerpen"
"W1330","E1346","M1706","Moyses","Latin","Jesuits of Mechelen"
"W1331","E1347","M1707","Pellitur è medicina sapientia, vi geritur res","Latin","Augustinians of Antwerpen"
"W1332","E1348","M1708","Vitus puer","Latin","Jesuits of Ieper"
"W1333","E1349","M1709","Ambitio fraudulenta sive Demetrius Griska","Latin","Augustinians of Antwerpen"
"W1334","E1350","M1712","Justinianus imperator Belisarium de Cabade triumph","Latin","Augustinians of Antwerpen"
"W1335","E1351","M1713","Moyses gestelt op den Nilus","Dutch","Jesuits of Gent"
"W1336","E1352","M1714","Baasa delens stirpem Jeroboami","Latin","Jesuits of Antwerpen"
"W1337","E1353","M1715","Distractus","Latin","Jesuits of Antwerpen"
"W1338","E1354","M1716","Esther sub rege Assuero","Latin","Augustinians of Antwerpen"
"W1339","E1355","M1717","Mascarillus medicus","Latin","Augustinians of Antwerpen"
"W1340","E1356","M1718","Mens fallax","Latin","Augustinians of Antwerpen"
"W1341","E1357","M1719","Sophia met haere dry dochters fides, spes, ende ch","Dutch","Jesuits of Gent"
"W1342","E1358","M1720","Superbia fraudulenter vindicata","Latin","Augustinians of Antwerpen"
"W1343","E1359","M1721","Umbrae","Latin","Jesuits of Mechelen"
"W1344","E1360","M1722","Jacobus den jongsten van de Machabeen","Dutch","Jesuits of Mechelen"
"W1345","E1361","M1724","Catholicae religionis de fera idololatria triumphu","Latin","Johannes Groethuyse"
"W1346","E1362","M1725","Absalom Patri Davidi Rebellis","Latin","Augustinians of Antwerpen"
"W1347","E1363","M1726","Judas Machabaeus","Latin","Jesuits of Gent"
"W1348","E1364","M1727","Modernus filius prodigus","Latin","Augustinians of Antwerpen"
"W1349","E1365","M1729","Vivere vis felix? thesauros quaerere noli","Latin","Augustinians of Antwerpen"
"W1350","E1366","M1730","Invica Sebastiani in fide constantia","Latin","Oratorians of Mechelen"
"W1351","E1367","M1731","Baasa delens stirpem Jeroboami","Latin","Jesuits of Gent"
"W1352","E1368","M1732","Baasa vernietigende het geslaght van Jeroboam","Dutch","Jesuits of Gent"
"W1353","E1369","M1733","Daezer","Dutch","Jesuits of Gent"
"W1354","E1370","M1734","David","Latin","Jesuits of Ieper"
"W1355","E1371","M1735","David avulsus a Jonatha","Latin","Jesuits of Gent"
"W1356","E1372","M1736","Distractus","Latin","Jesuits of Gent"
"W1357","E1373","M1737","Grylardo","Dutch","Friars Minor of Tielt"
"W1358","E1374","M1738","Hermenegildus","Dutch","Friars Minor of Tielt"
"W1359","E1375","M1739","Inconstans C. Marii fortuna","Latin","Augustinians of Antwerpen"
"W1360","E1376","M1740","Joannes Damascenus Mariani cultus defensor egregri","Latin","Jesuits of Mechelen"
"W1361","E1377","M1742","Pergentini et Laurentini in fide constantia","Latin","Jesuits of Ieper"
"W1362","E1378","M1743","Rosalia","Dutch","Jesuits of Gent"
"W1363","E1379","M1744","Serius aut citius qui fallit, fallitur ipse","Latin","Augustinians of Antwerpen"
"W1364","E1380","M1745","Wreet-dadige eerzugt van Herodes koning der Joden","Dutch","Jesuits of Oostende"
"W1365","E1381","M1746","Theodoricus","Latin","Oratorians of Mechelen"
"W1366","E1382","M1747","Jaromirus","Latin","Jesuits of Ieper"
"W1367","E1383","M1748","Achab moriens","Latin","Jesuits of Mechelen"
"W1368","E1384","M1749","Andronicus","Latin","Jesuits of Mechelen"
"W1369","E1385","M1752","De auro abscondito ac hero ludificato","Latin","Jesuits of Ieper"
"W1370","E1386","M1753","Debitor evangelicus","Latin","Jesuits of Mechelen"
"W1371","E1387","M1754","Gratia triumphans in Eugenia","Latin","Augustinians of Antwerpen"
"W1372","E1388","M1755","Gualberti in hostem clementia","Latin","Jesuits of Ieper"
"W1373","E1389","M1756","Guilielmo Philippo e Marchionibus de Herzelles","Latin","Jesuits of Antwerpen"
"W1374","E1390","M1757","Histriones malevoli conversi","Latin","Jesuits of Ieper"
"W1375","E1391","M1758","Maacha","Latin","Jesuits of Ieper"
"W1376","E1392","M1759","Manasses Rex Juda","Latin","Jesuits of Hasselt"
"W1377","E1393","M1760","Morhelius","Latin","Jesuits of Mechelen"
"W1378","E1394","M1761","Saulus Christi fidem amplectens","Latin","Jesuits of Ieper"
"W1379","E1395","M1763","Joas gedoodt","Dutch","Jesuits of Gent"
"W1380","E1396","M1764","Joas interfectus","Latin","Jesuits of Gent"
"W1381","E1397","M1765","Samuel den bode van God","Dutch","Jesuits of Kortrijk"
"W1381","E1397","M1765","Samuel den bode van God","Latin","Jesuits of Kortrijk"
"W1382","E1398","M1766","Deus humiliabit calumniatorem","Latin","Jesuits of Kortrijk"
"W1382","E1398","M1766","God sal den valschen beclapper vernederen","Dutch","Jesuits of Kortrijk"
"W1383","E1399","M1767","Andronicus","Latin","Jesuits of Gent"
"W1384","E1400","M1768","De roede van Aaron verandert in slange","Dutch","Jesuits of Gent"
"W1385","E1401","M1769","Den val der engelen","Dutch","Jesuits of Mechelen"
"W1386","E1402","M1770","Eydel is het waght te stellen,, En te breken liefd","Dutch","Augustinians of Antwerpen"
"W1387","E1403","M1771","In amore stabili vana sit custodia","Latin","Augustinians of Antwerpen"
"W1388","E1404","M1772","Individuus Amor Ansbertae","Latin","Augustinians of Antwerpen"
"W1389","E1405","M1773","Joseph a fratribus agnitus","Latin","Jesuits of Ieper"
"W1390","E1406","M1775","Levigildus","Latin","Jesuits of Hasselt"
"W1391","E1407","M1776","Mesa","Latin","Jesuits of Ieper"
"W1392","E1408","M1778","t lichtveerdig oordeel door Adolphus","Dutch","Augustinians of Antwerpen"
"W1393","E1409","M1779","Virga Aaronis versa in colubrum","Latin","Jesuits of Gent"
"W1394","E1410","M1780","Joseph se fratribus manifestans","Latin","Oratorians of Mechelen"
"W1395","E1411","M1781","Thomas Japon","Latin","Jesuits of Kortrijk"
"W1396","E1412","M1782","Severe empereur des Romains","French","Jesuits of Ieper"
"W1396","E1412","M1782","Severus Romanorum imperator","Latin","Jesuits of Ieper"
"W1397","E1413","M1783","Andronicus","Dutch","Jesuits of Kortrijk"
"W1397","E1413","M1783","Andronicus","Latin","Jesuits of Kortrijk"
"W1398","E1414","M1784","Davus dolis à Mago instructus","Latin","Jesuits of Kortrijk"
"W1398","E1414","M1784","Davus door een Toveraer in arg-listigheden bedreve","Dutch","Jesuits of Kortrijk"
"W1399","E1415","M1785","Abraham immolaturus filium","Latin","Jesuits of Gent"
"W1400","E1416","M1786","Abraham vermaent tot den slacht-offer","Dutch","Jesuits of Gent"
"W1401","E1419","M1790","Fausta","Latin","Jesuits of Antwerpen"
"W1402","E1420","M1791","Fide inexpertâ hominibus credere, semper temerariu","Latin","Augustinians of Antwerpen"
"W1403","E1421","M1792","Parricidium fato punitum","Latin","Augustinians of Antwerpen"
"W1404","E1422","M1793","Quod dolus evincit, juvenis dementia tollit","Latin","Augustinians of Antwerpen"
"W1405","E1423","M1795","Sepultus","Latin","Jesuits of Ieper"
"W1406","E1424","M1796","Thomas Apostolus","Latin","Jesuits of Kortrijk"
"W1407","E1425","M1797","Lot ab angelis ductus é Sodoma","Latin","Jesuits of Kortrijk"
"W1408","E1426","M1798","Asmundus et Asuitus","Latin","Jesuits of Kortrijk"
"W1409","E1427","M1799","Fides Getae","Latin","Augustinians of Antwerpen"
"W1410","E1428","M1800","Fortunatus Sosia","Latin","Augustinians of Antwerpen"
"W1411","E1429","M1801","Gabinia","Latin","Jesuits of Ieper"
"W1412","E1431","M1803","Quod displicet ausu, Perplacet eventu","Latin","Augustinians of Antwerpen"
"W1413","E1433","M1807","Michael et Linus","Latin","Jesuits of Gent"
"W1414","E1434","M1808","Manasses regno restitutus","Latin","Jesuits of Ieper"
"W1414","E1434","M1808","Manasse’s retabli sur le thrône","French","Jesuits of Ieper"
"W1415","E1435","M1809","Hypocrita","Latin","Jesuits of Mechelen"
"W1416","E1436","M1810","Jesus inter doctores inventus","Latin","Jesuits of Ieper"
"W1417","E1437","M1811","Plautianus intimum Severo","Latin","Augustinians of Antwerpen"
"W1418","E1438","M1812","Res, de quâ duo laborant, saepe tertio cedit","Latin","Augustinians of Antwerpen"
"W1419","E1439","M1813","Sennacherib Rex Assyriorum a Deo punitus","Latin","Augustinians of Antwerpen"
"W1420","E1440","M1814","Subdola centoculos juvenum fraus decipit Argos","Latin","Augustinians of Antwerpen"
"W1421","E1441","M1816","Curae caesarum","Latin","Augustinians of Antwerpen"
"W1422","E1444","M1819","Jephtias","Dutch","Jesuits of Gent"
"W1423","E1445","M1820","Jonathas Machabaeus","Latin","Augustinians of Antwerpen"
"W1424","E1446","M1821","Laurentius animi virtute vincens","Latin","Oratorians of Ronse"
"W1425","E1447","M1822","Laurentius door kloeckmoedighydt overwinnende ’t v","Dutch","Oratorians of Ronse"
"W1426","E1448","M1823","De verquister tot beternis gebragt","Dutch","Jesuits of Mechelen"
"W1426","E1448","M1823","Prodigus ad frugem revocatus","Latin","Jesuits of Mechelen"
"W1427","E1449","M1824","Agatha et tres ejus filii: Joannes, Michael, Ignat","Latin","Jesuits of Gent"
"W1428","E1450","M1825","Alexii Angeli","Latin","Augustinians of Antwerpen"
"W1429","E1451","M1826","Discordia conjugum","Latin","Augustinians of Antwerpen"
"W1430","E1452","M1827","Heliodorus","Latin","Jesuits of Gent"
"W1431","E1453","M1828","Novus saeculi Aristides","Latin","Augustinians of Antwerpen"
"W1432","E1454","M1829","Paena talionis in vinitore","Latin","Jesuits of Antwerpen"
"W1433","E1455","M1830","Prusias","Latin","Jesuits of Gent"
"W1434","E1456","M1831","Rusticus","Latin","Augustinians of Antwerpen"
"W1435","E1457","M1833","Salomon gezalfd","Dutch","Jesuits of Mechelen"
"W1435","E1457","M1833","Salomon unctus","Latin","Jesuits of Mechelen"
"W1436","E1460","M1836","Obedientia Abrahae","Latin","Oratorians of Mechelen"
"W1437","E1461","M1837","Samaria","Dutch","Jesuits of Mechelen"
"W1437","E1461","M1837","Samaria fame et obsidione liberata","Latin","Jesuits of Mechelen"
"W1438","E1463","M1839","Avari comoedia","Latin","Jesuits of Gent"
"W1439","E1465","M1841","Castigat mores Mopsus ridendo modernos","Latin","Augustinians of Antwerpen"
"W1440","E1466","M1842","Danaus","Latin","Jesuits of Gent"
"W1441","E1467","M1843","Dardannus","Latin","Jesuits of Gent"
"W1442","E1468","M1844","Divina misericordia in Absalone","Latin","Jesuits of Gent"
"W1443","E1469","M1846","Horatius sororicida","Latin","Jesuits of Ieper"
"W1444","E1470","M1847","Intelligentem non posse phantasmata speculari, doc","Latin","Augustinians of Antwerpen"
"W1445","E1471","M1848","Judicium Manlianum","Latin","Jesuits of Gent"
"W1446","E1472","M1849","Mater supra modum mirabilis sive Salomona septem s","Latin","Oratorians of Mechelen"
"W1447","E1473","M1850","Mirabilis Cyri et Ariennae fortuna","Latin","Augustinians of Antwerpen"
"W1448","E1474","M1851","Pseudolus","Latin","Jesuits of Gent"
"W1449","E1475","M1852","Stephana conversus","Latin","Jesuits of Gent"
"W1450","E1476","M1853","Voor den armen. Maria Stuart","Dutch","Jesuits of Gent"
"W1451","E1477","M1854","L. Junius Brutus","Dutch","Jesuits of Mechelen"
"W1451","E1477","M1854","L. Junius Brutus","Latin","Jesuits of Mechelen"
"W1452","E1478","M1855","Plomp-beleefden ouden-man","Dutch","Jesuits of Mechelen"
"W1452","E1478","M1855","Senex stolidè urbanus","Latin","Jesuits of Mechelen"
"W1453","E1479","M1856","Amor filii Dei in genus humanum in Mesae filio adu","Latin","Jesuits of Gent"
"W1454","E1480","M1857","Augustinus ecclesiae propugnator acerrimus","Latin","Augustinians of Antwerpen"
"W1455","E1481","M1858","Infida regni societas sub Caracalla et Geta impera","Latin","Jesuits of Gent"
"W1456","E1482","M1859","Mithridates","Latin","Jesuits of Gent"
"W1457","E1483","M1860","Nobilis imaginarius","Latin","Jesuits of Gent"
"W1458","E1484","M1861","Pessimus est aeger, qui fertur imagine morbi","Latin","Augustinians of Antwerpen"
"W1459","E1486","M1863","Tragica belli Mithridatici coronis","Latin","Augustinians of Antwerpen"
"W1460","E1487","M1865","Andreas et Bela","Latin","Jesuits of Mechelen"
"W1461","E1488","M1866","Baltassar","Latin","Jesuits of Gent"
"W1462","E1489","M1867","Mors Darii in Besso per Alexandrum vindicata","Latin","Augustinians of Antwerpen"
"W1463","E1490","M1868","Obliviosus","Latin","Jesuits of Mechelen"
"W1464","E1491","M1869","Prima dabit tactum, visumque","Latin","Augustinians of Antwerpen"
"W1465","E1492","M1870","Varia sortis alea sive Severinus Boetius à Theodor","Latin","Augustinians of Antwerpen"
"W1466","E1493","M1871","Asami in Romanum Diogenem clementia","Latin","Jesuits of Mechelen"
"W1467","E1494","M1872","Dolus a Phenenna conceptus, ab Almigerino punitus","Latin","Augustinians of Antwerpen"
"W1468","E1495","M1873","Eripit ex olla Sosiam Pallaestrio fidus","Latin","Augustinians of Antwerpen"
"W1469","E1496","M1874","Fallitur is, faciles cunctis qui commodat aures","Latin","Augustinians of Antwerpen"
"W1470","E1497","M1876","Sosia languebat, melior tunc esse volebat","Latin","Augustinians of Antwerpen"
"W1471","E1498","M1877","Asa","Latin","Jesuits of Mechelen"
"W1472","E1499","M1878","Divinae justitiae tuba, sive justum Dei judicium i","Latin","Augustinians of Antwerpen"
"W1473","E1500","M1879","Phaëton","Latin","Augustinians of Antwerpen"
"W1474","E1501","M1880","Punita Saulis posteritas","Latin","Jesuits of Mechelen"
"W1475","E1502","M1881","Stanislaus Kostka de werelt verlaetende","Dutch","Jesuits of Mechelen"
"W1476","E1503","M1882","Turpe senex miles: turpe senilis amor","Latin","Augustinians of Antwerpen"
"W1477","E1504","M1883","Vincitur in pugnis Hispanus ab Horspide Maphon","Latin","Augustinians of Antwerpen"
"W1478","E1505","M1884","Aman et Mardochaeus","Latin","Oratorians of Mechelen"
"W1479","E1506","M1885","Adonibezec","Dutch","Jesuits of Maastricht"
"W1480","E1507","M1886","Fino den dommen","Dutch","Jesuits of Maastricht"
"W1481","E1508","M1887","Abel","Latin","Jesuits of Roermond"
"W1482","E1509","M1888","Adonibezec","Latin","Jesuits of Mechelen"
"W1483","E1510","M1889","Cyri in Croesum clementia","Latin","Jesuits of Roermond"
"W1484","E1511","M1890","Delusus gorgonius","Latin","Augustinians of Antwerpen"
"W1485","E1512","M1891","Een boer seer plomp van aert","Dutch","Jesuits of Maastricht"
"W1486","E1513","M1892","Eumetus","Latin","Jesuits of Maastricht"
"W1487","E1514","M1893","Fames Samariae","Latin","Jesuits of Maastricht"
"W1488","E1515","M1894","Hongers-noodt van Samarien","Dutch","Jesuits of Maastricht"
"W1489","E1516","M1895","Impietas Pyrenaei","Latin","Augustinians of Antwerpen"
"W1490","E1517","M1896","Lubbert Lubbertse dommen knecht","Dutch","Jesuits of Maastricht"
"W1491","E1518","M1897","Maacha","Latin","Jesuits of Oudenaarde"
"W1492","E1519","M1898","Megadorus","Latin","Augustinians of Antwerpen"
"W1493","E1520","M1901","Rusticus in urbe famulans","Latin","Jesuits of Maastricht"
"W1494","E1521","M1902","Asarhaddon","Latin","Jesuits of Mechelen"
"W1495","E1522","M1903","Daniël somnii interpres","Latin","Augustinians of Antwerpen"
"W1496","E1523","M1904","Den allerkinderen-dag","Dutch","Jesuits of Antwerpen"
"W1497","E1524","M1905","Joakim rex juda","Latin","Jesuits of Gent"
"W1498","E1525","M1906","Modernus impostor","Latin","Augustinians of Antwerpen"
"W1499","E1526","M1907","Rusticus astrologus","Latin","Augustinians of Antwerpen"
"W1500","E1527","M1909","Salomona met haer zeven zonen Machabeen","Dutch","Jesuits of Antwerpen"
"W1501","E1528","M1910","Sennacherib","Latin","Augustinians of Antwerpen"
"W1502","E1529","M1911","Polyeuctus","Latin","Oratorians of Mechelen"
"W1503","E1530","M1912","Justus ende Pastor","Dutch","Jesuits of Mechelen"
"W1504","E1531","M1913","Darius Coning van Babylonien","Dutch","Jesuits of Mechelen"
"W1504","E1531","M1913","Darius Medus, veri Dei cultum in Oriente restituen","Latin","Jesuits of Mechelen"
"W1505","E1532","M1914","Men maekt voor sig een straf bereyd,, Als men verd","Dutch","Jesuits of Mechelen"
"W1505","E1532","M1914","Sibi nocet ille, quisquis insonti nocet","Latin","Jesuits of Mechelen"
"W1506","E1533","M1915","Dum fueris felix","Latin","Augustinians of Antwerpen"
"W1507","E1534","M1916","Fit comes ex Mopso","Latin","Augustinians of Antwerpen"
"W1508","E1535","M1917","Innocentia victrix","Latin","Augustinians of Gent"
"W1509","E1536","M1918","Irene imperatrix","Latin","Augustinians of Antwerpen"
"W1510","E1537","M1920","Alexander et Aritobulus","Latin","Oratorians of Mechelen"
"W1511","E1538","M1921","Amiras","Latin","Jesuits of Mechelen"
"W1512","E1540","M1923","Daniel in lacu leonum","Latin","Augustinians of Antwerpen"
"W1513","E1542","M1925","Mors Xerxis Persarum Regis","Latin","Jesuits of Mechelen"
"W1514","E1543","M1926","Nabuchodonosor regno restitutus","Latin","Jesuits of Gent"
"W1515","E1544","M1927","Rollo fraude docet Mopsum submittere Bertam","Latin","Augustinians of Antwerpen"
"W1516","E1545","M1928","Saepe dat infaustum finem","Latin","Augustinians of Antwerpen"
"W1517","E1546","M1929","Stratagema amoris","Latin","Augustinians of Antwerpen"
"W1518","E1547","M1930","Abia","Latin","Jesuits of Mechelen"
"W1519","E1548","M1931","Baltassaris per Cyrum et Darium occasus à Daniële","Latin","Augustinians of Antwerpen"
"W1520","E1549","M1932","Centoculus sis","Latin","Augustinians of Antwerpen"
"W1521","E1550","M1933","Duringus punitus","Latin","Augustinians of Antwerpen"
"W1522","E1551","M1934","Elias in coelum raptus","Latin","Jesuits of Mechelen"
"W1523","E1552","M1935","Epaminondas","Latin","Jesuits of Namur"
"W1524","E1553","M1936","Excellentssimo Joanni Henrico","Latin","Joannes-Baptista Holvoet"
"W1524","E1553","M1936","Excellentssimo Joanni Henrico","Latin","Jesuits of Mechelen"
"W1525","E1554","M1937","Lapsus angelorum","Latin","Jesuits of Gent"
"W1526","E1555","M1938","Vin vivas felix?","Latin","Augustinians of Antwerpen"
"W1527","E1556","M1939","Rumoldus","Latin","Oratorians of Mechelen"
"W1528","E1557","M1940","Jacobus Machabaeorum natu-minimus","Latin","Jesuits of Gent"
"W1529","E1558","M1941","Den flerecynist","Dutch","Augustinians of Antwerpen"
"W1529","E1558","M1941","Podagricus","Latin","Augustinians of Antwerpen"
"W1530","E1559","M1942","Jephte","Dutch","Augustinians of Antwerpen"
"W1530","E1559","M1942","Jephte","Latin","Augustinians of Antwerpen"
"W1531","E1560","M1943","David poenitens","Latin","Jesuits of Mechelen"
"W1532","E1561","M1944","Judithae de Holoferne triumphus","Latin","Jesuits of Mechelen"
"W1533","E1562","M1945","Vervolginge van het kindeken Jesus afgebeeld in de","Dutch","Jesuits of Mechelen"
"W1534","E1563","M1946","Joannes Baptista","Latin","Oratorians of Mechelen"
"W1535","E1564","M1947","Cha-abas koning van Persien","Dutch","Augustinians of Antwerpen"
"W1535","E1564","M1947","Cha-abas Persiae rex","Latin","Augustinians of Antwerpen"
"W1536","E1565","M1948","Avarus","Latin","Augustinians of Antwerpen"
"W1536","E1565","M1948","Den gierigaert","Dutch","Augustinians of Antwerpen"
"W1537","E1566","M1949","Cacophilus","Latin","Jesuits of Mechelen"
"W1538","E1567","M1950","Cyri in Croesum clementia","Latin","Jesuits of Mechelen"
"W1539","E1569","M1952","Horatius sororicida","Latin","Jesuits of Mechelen"
"W1540","E1570","M1953","Job","Latin","Jesuits of Gent"
"W1541","E1571","M1954","Phricodemi tyrannidem in Philone vindicans Themist","Latin","Augustinians of Antwerpen"
"W1542","E1572","M1955","Terwijl dat Thetis veyst","Dutch","Jesuits of Mechelen"
"W1543","E1574","M1957","Josaphat","Latin","Oratorians of Mechelen"
"W1544","E1575","M1959","Onprofytige voorsorge","Dutch","Augustinians of Antwerpen"
"W1544","E1575","M1959","Praecautio inutilis","Latin","Augustinians of Antwerpen"
"W1545","E1576","M1960","Susanna","Dutch","Jesuits of Gent"
"W1545","E1576","M1960","Susanna","Latin","Jesuits of Gent"
"W1546","E1577","M1961","Bamba","Latin","Jesuits of Mechelen"
"W1547","E1578","M1962","Boer die tegen danck, doctoor word met bedwanck","Dutch","Jesuits of Mechelen"
"W1548","E1579","M1963","Dure senex nimiùm prohibens connubia natae","Latin","Augustinians of Antwerpen"
"W1549","E1580","M1964","Hanc dabit illusus morosi nasus avari","Latin","Jesuits of Mechelen"
"W1550","E1581","M1966","Salomona et Jacobus","Latin","Jesuits of Mechelen"
"W1550","E1581","M1966","Salomona moeder der Machabeen ende Jacobus haeren ","Dutch","Jesuits of Mechelen"
"W1551","E1582","M1967","Sidrach, Misach ende Abdenago","Dutch","Jesuits of Brugge"
"W1552","E1583","M1968","Triumphus christianae fidei","Latin","Augustinians of Antwerpen"
"W1553","E1584","M1969","Maria Stuart","Latin","Oratorians of Mechelen"
"W1554","E1585","M1970","Cosrhoës koning van Persien","Dutch","Augustinians of Antwerpen"
"W1554","E1585","M1970","Cosrhoës Persiae rex","Latin","Augustinians of Antwerpen"
"W1555","E1586","M1971","Aman en Mardochaeus","Dutch","Jesuits of Gent"
"W1555","E1586","M1971","Aman et Mardochaeus","Latin","Jesuits of Gent"
"W1556","E1587","M1972","Ex avaro prodigus","Latin","Jesuits of Mechelen"
"W1556","E1587","M1972","Vreck geworden verquister","Dutch","Jesuits of Mechelen"
"W1557","E1588","M1973","Inopia et copia Samariae sub rege Joram","Latin","Oratorians of Mechelen"
"W1558","E1589","M1974","Diabolus claudus","Latin","Augustinians of Antwerpen"
"W1559","E1590","M1975","Een’ die zig doot gelooft","Dutch","Augustinians of Antwerpen"
"W1560","E1591","M1976","Eliacim et Joachaz","Latin","Jesuits of Mechelen"
"W1561","E1592","M1977","Judicium Salomonis","Latin","Jesuits of Mechelen"
"W1562","E1593","M1978","Si quisquam exoptat sortem mutare","Latin","Jesuits of Mechelen"
"W1563","E1594","M1981","Manasses herstelt in syn ryk","Latin","Jesuits of Gent"
"W1563","E1594","M1981","Manasses regno restitutus","Dutch","Jesuits of Gent"
"W1564","E1595","M1982","Den borger edelman","Dutch","Jesuits of Mechelen"
"W1565","E1596","M1983","Haeres ex asse","Latin","Jesuits of Mechelen"
"W1566","E1598","M1985","Joseph uxorem ducens Aseneth","Latin","Jesuits of Mechelen"
"W1567","E1599","M1986","Laet Medecyn en raed een treurig hert beproeven","Dutch","Augustinians of Antwerpen"
"W1568","E1600","M1987","Leonis Armenii","Latin","Augustinians of Antwerpen"
"W1569","E1601","M1988","Medicus invitus","Latin","Augustinians of Antwerpen"
"W1570","E1602","M1989","Overlastige","Dutch","Jesuits of Mechelen"
"W1571","E1603","M1990","Stultitia languido remedia est","Latin","Augustinians of Antwerpen"
"W1572","E1604","M1991","Trebellius Bulgarorum rex","Latin","Jesuits of Mechelen"
"W1573","E1605","M1992","Manasses","Latin","Oratorians of Mechelen"
"W1574","E1606","M1993","Hebt hondert oogen","Dutch","Augustinians of Antwerpen"
"W1574","E1606","M1993","Subdola centoculos","Latin","Augustinians of Antwerpen"
"W1575","E1607","M1994","De hooveerdigheyd van Sennacherib","Dutch","Augustinians of Antwerpen"
"W1575","E1607","M1994","Superbia Sennacherib","Latin","Augustinians of Antwerpen"
"W1576","E1609","M1996","Alphonsus vincens in bono malum","Latin","Augustinians of Antwerpen"
"W1577","E1610","M1997","Als den vader is te goed, het kind niet als ondeug","Dutch","Jesuits of Mechelen"
"W1578","E1611","M1998","Augusta stervende voor het geloof","Dutch","Jesuits of Gent"
"W1579","E1612","M1999","Christus redemptor allegoricè adumbratus","Latin","Jesuits of Gent"
"W1580","E1613","M2000","Juvenis Mercator","Latin","Jesuits of Mechelen"
"W1581","E1614","M2001","Megadorus civis nobilitatem affectans","Latin","Augustinians of Antwerpen"
"W1582","E1615","M2002","Nabuchodonosor regno restitutus","Latin","Jesuits of Mechelen"
"W1583","E1616","M2003","Sennacherib","Latin","Jesuits of Mechelen"
"W1584","E1617","M2004","Wulpsche jonkheyd in Manasses","Dutch","Augustinians of Antwerpen"
"W1585","E1618","M2005","Interitus","Latin","Oratorians of Mechelen"
"W1586","E1619","M2006","De acht gelycke","Dutch","Augustinians of Antwerpen"
"W1586","E1619","M2006","Octo similes","Latin","Augustinians of Antwerpen"
"W1587","E1620","M2010","Asami in Diogenem clementia","Latin","Jesuits of Kortrijk"
"W1588","E1621","M2011","Astyanax","Latin","Jesuits of Gent"
"W1589","E1622","M2012","De waerheyd die baert nijd","Dutch","Jesuits of Mechelen"
"W1590","E1623","M2013","Ebrius in feretro","Latin","Jesuits of Kortrijk"
"W1591","E1624","M2014","Inopia et Copia Samariae sub rege Joram","Latin","Oratorians of Ronse"
"W1592","E1625","M2015","Liefde des Zone Gods tot het menschelyk geslacht","Dutch","Jesuits of Gent"
"W1593","E1626","M2016","Midas","Latin","Jesuits of Mechelen"
"W1594","E1627","M2017","Salomona met haer zeven zonen Machabeen","Dutch","Jesuits of Mechelen"
"W1595","E1628","M2018","Fides","Latin","Oratorians of Mechelen"
"W1596","E1629","M2019","Quod dolus","Latin","Augustinians of Antwerpen"
"W1596","E1629","M2019","’t Geen loosheyd listig had gestigt, Maekt jonkhey","Dutch","Augustinians of Antwerpen"
"W1597","E1630","M2020","Wambanus Hispanorum rex","Latin","Augustinians of Antwerpen"
"W1597","E1630","M2020","Wambanus koning van Spagnien","Dutch","Augustinians of Antwerpen"
"W1598","E1631","M2021","Constantinus den Grooten, eersten Christenen keyze","Dutch","Augustinians of Antwerpen"
"W1599","E1632","M2022","Daniel super sapientes Babylonis consitutus","Latin","Jesuits of Mechelen"
"W1600","E1633","M2023","Dromo","Latin","Jesuits of Mechelen"
"W1601","E1634","M2024","Fide, videque cui","Latin","Augustinians of Antwerpen"
"W1602","E1635","M2025","Justinianus imperator","Latin","Augustinians of Antwerpen"
"W1603","E1636","M2026","Niet is ’er dat een Mensch meer smert, Als dobbel ","Dutch","Augustinians of Antwerpen"
